Date,RFID,Zone,Matrix Name,Session Name,Temperature
2025/01/01 00:29:00,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.77
2025/01/01 00:29:20,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.78
2025/01/01 00:29:40,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.91
2025/01/01 00:30:00,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.88
2025/01/01 00:30:20,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.65
2025/01/01 00:30:40,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.76
2025/01/01 00:31:00,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.41
2025/01/01 00:31:20,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.04
2025/01/01 00:31:40,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.04
2025/01/01 00:32:00,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.03
2025/01/01 00:32:20,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.00
2025/01/01 00:32:40,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.50
2025/01/01 00:33:00,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.05
2025/01/01 00:33:20,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,40.00
2025/01/01 00:33:40,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.09
2025/01/01 00:34:00,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.01
2025/01/01 00:34:20,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.88
2025/01/01 00:34:40,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.03
2025/01/01 00:35:00,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.68
2025/01/01 00:35:20,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.19
2025/01/01 00:35:40,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.00
2025/01/01 00:36:00,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.26
2025/01/01 00:36:20,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.97
2025/01/01 00:36:40,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.16
2025/01/01 00:37:00,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.20
2025/01/01 00:37:20,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.07
2025/01/01 00:37:40,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.15
2025/01/01 00:38:00,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.97
2025/01/01 00:38:20,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.28
2025/01/01 00:38:40,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.76
2025/01/01 00:39:00,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.15
2025/01/01 00:39:20,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.01
2025/01/01 00:39:40,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.50
2025/01/01 00:40:00,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.91
2025/01/01 00:40:20,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.34
2025/01/01 00:40:40,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.83
2025/01/01 00:41:00,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.01
2025/01/01 00:41:20,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.99
2025/01/01 00:41:40,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.32
2025/01/01 00:42:00,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.96
2025/01/01 00:42:20,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.19
2025/01/01 00:42:40,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.32
2025/01/01 00:43:00,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.15
2025/01/01 00:43:20,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.82
2025/01/01 00:43:40,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.13
2025/01/01 00:44:00,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.47
2025/01/01 00:44:20,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.78
2025/01/01 00:44:40,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.29
2025/01/01 00:45:00,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.30
2025/01/01 00:45:20,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.81
2025/01/01 00:45:40,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.14
2025/01/01 00:46:00,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.66
2025/01/01 00:46:20,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.21
2025/01/01 00:46:40,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.91
2025/01/01 00:47:00,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.97
2025/01/01 00:47:20,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.27
2025/01/01 00:47:40,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.94
2025/01/01 00:48:00,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.77
2025/01/01 00:48:20,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.63
2025/01/01 00:48:40,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.22
2025/01/01 00:49:00,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.99
2025/01/01 00:49:20,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.05
2025/01/01 00:49:40,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.90
2025/01/01 00:50:00,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.66
2025/01/01 00:50:20,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.34
2025/01/01 00:50:40,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.80
2025/01/01 00:51:00,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.03
2025/01/01 00:51:20,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.16
2025/01/01 00:51:40,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.05
2025/01/01 00:52:00,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.09
2025/01/01 00:52:20,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.25
2025/01/01 00:52:40,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.06
2025/01/01 00:53:00,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.58
2025/01/01 00:53:20,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.02
2025/01/01 00:53:40,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.06
2025/01/01 00:54:00,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.02
2025/01/01 00:54:20,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.98
2025/01/01 00:54:40,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.19
2025/01/01 00:55:00,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.13
2025/01/01 00:55:20,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.95
2025/01/01 00:55:40,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.12
2025/01/01 00:56:00,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.10
2025/01/01 00:56:20,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.11
2025/01/01 00:56:40,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.18
2025/01/01 00:57:00,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.86
2025/01/01 00:57:20,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.91
2025/01/01 00:57:40,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.85
2025/01/01 00:58:00,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.35
2025/01/01 00:58:20,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.78
2025/01/01 00:58:40,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.25
2025/01/01 00:59:00,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.16
2025/01/01 00:59:20,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.84
2025/01/01 00:59:40,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.78
2025/01/01 01:00:00,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.54
2025/01/01 01:00:20,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.10
2025/01/01 01:00:40,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.91
2025/01/01 01:01:00,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.06
2025/01/01 01:01:20,A1B2C3D4,3,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.01
2025/01/01 01:01:40,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.01
2025/01/01 01:02:00,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.81
2025/01/01 01:02:20,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.99
2025/01/01 01:02:40,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.81
2025/01/01 01:03:00,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.02
2025/01/01 01:03:20,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.91
2025/01/01 01:03:40,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.12
2025/01/01 01:04:00,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.00
2025/01/01 01:04:20,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.07
2025/01/01 01:04:40,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.14
2025/01/01 01:05:00,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.35
2025/01/01 01:05:20,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.22
2025/01/01 01:05:40,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.95
2025/01/01 01:06:00,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.96
2025/01/01 01:06:20,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.98
2025/01/01 01:06:40,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.51
2025/01/01 01:07:00,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.53
2025/01/01 01:07:20,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.06
2025/01/01 01:07:40,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.01
2025/01/01 01:08:00,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.96
2025/01/01 01:08:20,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.40
2025/01/01 01:08:40,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.18
2025/01/01 01:09:00,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.80
2025/01/01 01:09:20,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.10
2025/01/01 01:09:40,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.96
2025/01/01 01:10:00,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.01
2025/01/01 01:10:20,A1B2C3D4,6,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.03
2025/01/01 01:10:40,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.15
2025/01/01 01:11:00,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.89
2025/01/01 01:11:20,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.77
2025/01/01 01:11:40,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.26
2025/01/01 01:12:00,A1B2C3D4,8,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.74
2025/01/01 01:12:20,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.89
2025/01/01 01:12:40,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.99
2025/01/01 01:13:00,A1B2C3D4,1,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.15
2025/01/01 01:13:20,A1B2C3D4,2,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.09
2025/01/01 01:13:40,A1B2C3D4,5,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.95
2025/01/01 01:14:00,A1B2C3D4,7,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,36.74
2025/01/01 01:14:20,A1B2C3D4,4,matrix1,2025_01_01_00_00_00_thru_2025_01_02_00_00_00,37.39
